Smiles	ID	ID_1	origSmiles_1	rdk.fr_C_O_noCOO	rdk.Chi4v	rdk.fr_Ar_COO	rdk.fr_SH	rdk.Chi4n	rdk.SMR_VSA10	rdk.fr_para_hydroxylation	rdk.fr_barbitur	rdk.fr_halogen	rdk.fr_dihydropyridine	rdk.fr_priamide	rdk.fr_Al_COO	rdk.fr_guanido	rdk.fr_furan	rdk.fr_morpholine	rdk.fr_nitroso	rdk.fr_COO2	rdk.fr_amidine	rdk.SMR_VSA7	rdk.fr_benzodiazepine	rdk.fr_Imine	rdk.MolWt	rdk.fr_hdrzine	rdk.fr_urea	rdk.fr_Ar_NH	rdk.fr_quatN	rdk.fr_phos_ester	rdk.fr_benzene	rdk.fr_phos_acid	rdk.fr_sulfone	rdk.VSA_EState10	rdk.fr_aniline	rdk.fr_N_O	rdk.fr_sulfonamd	rdk.fr_thiazole	rdk.TPSA	rdk.EState_VSA8	rdk.PEOE_VSA14	rdk.PEOE_VSA13	rdk.PEOE_VSA12	rdk.PEOE_VSA11	rdk.PEOE_VSA10	rdk.BalabanJ	rdk.fr_lactone	rdk.EState_VSA10	rdk.EState_VSA11	rdk.HeavyAtomMolWt	rdk.fr_nitro_arom	rdk.Chi0	rdk.Chi1	rdk.MolLogP	rdk.fr_nitro	rdk.fr_Al_OH	rdk.fr_azo	rdk.fr_C_O	rdk.fr_ether	rdk.fr_phenol_noOrthoHbond	rdk.fr_alkyl_halide	rdk.NumValenceElectrons	rdk.fr_aryl_methyl	rdk.fr_Ndealkylation2	rdk.fr_term_acetylene	rdk.HallKierAlpha	rdk.fr_C_S	rdk.fr_thiocyan	rdk.fr_ketone_Topliss	rdk.VSA_EState4	rdk.VSA_EState5	rdk.VSA_EState6	rdk.VSA_EState7	rdk.VSA_EState1	rdk.VSA_EState2	rdk.VSA_EState3	rdk.fr_HOCCN	rdk.fr_NH2	rdk.SlogP_VSA12	rdk.EState_VSA9	rdk.SlogP_VSA10	rdk.SlogP_VSA11	rdk.fr_COO	rdk.NHOHCount	rdk.fr_unbrch_alkane	rdk.fr_methoxy	rdk.fr_thiophene	rdk.SlogP_VSA8	rdk.SlogP_VSA9	rdk.SlogP_VSA4	rdk.SlogP_VSA5	rdk.SlogP_VSA6	rdk.SlogP_VSA7	rdk.SlogP_VSA1	rdk.SlogP_VSA2	rdk.SlogP_VSA3	rdk.NumRadicalElectrons	rdk.fr_piperzine	rdk.fr_nitrile	rdk.NumHeteroatoms	rdk.fr_NH1	rdk.fr_NH0	rdk.BertzCT	rdk.LabuteASA	rdk.fr_amide	rdk.Chi3n	rdk.fr_imidazole	rdk.SMR_VSA3	rdk.SMR_VSA2	rdk.SMR_VSA1	rdk.Kappa1	rdk.SMR_VSA6	rdk.Kappa3	rdk.Kappa2	rdk.EState_VSA6	rdk.Chi3v	rdk.SMR_VSA9	rdk.SMR_VSA8	rdk.EState_VSA2	rdk.EState_VSA3	rdk.fr_Ndealkylation1	rdk.EState_VSA1	rdk.fr_ketone	rdk.SMR_VSA5	rdk.Ipc	rdk.fr_diazo	rdk.SMR_VSA4	rdk.fr_Ar_N	rdk.fr_Nhpyrrole	rdk.EState_VSA7	rdk.fr_ester	rdk.EState_VSA4	rdk.NumHDonors	rdk.fr_prisulfonamd	rdk.fr_oxime	rdk.EState_VSA5	rdk.fr_isocyan	rdk.Chi2n	rdk.Chi2v	rdk.HeavyAtomCount	rdk.fr_azide	rdk.NumHAcceptors	rdk.fr_lactam	rdk.fr_allylic_oxid	rdk.VSA_EState8	rdk.fr_oxazole	rdk.VSA_EState9	rdk.fr_piperdine	rdk.fr_Ar_OH	rdk.fr_sulfide	rdk.fr_alkyl_carbamate	rdk.NOCount	rdk.Chi1n	rdk.PEOE_VSA8	rdk.PEOE_VSA7	rdk.PEOE_VSA6	rdk.PEOE_VSA5	rdk.PEOE_VSA4	rdk.PEOE_VSA3	rdk.PEOE_VSA2	rdk.PEOE_VSA1	rdk.fr_imide	rdk.Chi1v	rdk.fr_Al_OH_noTert	rdk.fr_epoxide	rdk.fr_hdrzone	rdk.fr_isothiocyan	rdk.fr_bicyclic	rdk.Chi0n	rdk.fr_phenol	rdk.MolMR	rdk.PEOE_VSA9	rdk.fr_aldehyde	rdk.fr_pyridine	rdk.fr_tetrazole	rdk.RingCount	rdk.fr_nitro_arom_nonortho	rdk.Chi0v	rdk.fr_ArN	rdk.NumRotatableBonds	BioActivity_1	c#BioActivity
Cc1ccc([C@@H](Oc2ccc3c(cnn3-c3cccc(C#N)c3)c2)[C@H](C)NC(=O)C2CCC(=O)O2)cc1	LEO129000A	LEO129000A	Cc1ccc([C@@H](Oc2ccc3c(cnn3-c3cccc(C#N)c3)c2)[C@H](C)NC(=O)C2CCC(=O)O2)cc1	2.000	4.462	0.000	0.000	4.462	22.779	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	89.617	0.000	0.000	494.551	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	106.240	16.485	5.969	5.907	0.000	6.104	11.853	1.408	1.000	14.851	0.000	468.343	0.000	25.941	17.906	4.536	0.000	0.000	0.000	2.000	2.000	0.000	0.000	186.000	1.000	0.000	0.000	-4.640	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.474	0.000	5.750	0.000	1.000	0.000	0.000	0.000	16.590	0.000	18.255	42.560	72.927	0.000	10.054	33.803	14.326	0.000	0.000	1.000	8.000	1.000	3.000	1502.623	213.971	1.000	6.429	0.000	15.097	5.262	19.063	24.072	0.000	5.163	10.152	23.011	6.429	17.506	0.000	18.297	17.734	0.000	18.250	0.000	44.939	347355648.000	0.000	0.000	2.000	0.000	68.445	1.000	27.717	1.000	0.000	0.000	0.000	0.000	9.203	9.203	37.000	0.000	7.000	0.000	0.000	1.781	0.000	85.219	0.000	0.000	0.000	0.000	8.000	12.125	18.228	55.809	35.895	0.000	10.361	4.682	9.589	14.791	0.000	12.125	0.000	0.000	0.000	0.000	1.000	20.549	0.000	137.052	35.075	0.000	0.000	0.000	5.000	0.000	20.549	0.000	8.000	Active	Active
CN1C(=O)/C(=c2\sc3n(c2=O)NC2(c4ccccc4)N(C)C(=O)N(C)C2(c2ccccc2)N=3)c2ccccc21	LEO80280A	LEO80280A	CN1C(=O)/C(=c2\sc3n(c2=O)NC2(c4ccccc4)N(C)C(=O)N(C)C2(c2ccccc2)N=3)c2ccccc21	2.000	7.215	0.000	0.000	6.157	34.536	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	121.307	0.000	0.000	536.617	0.000	1.000	0.000	0.000	0.000	3.000	0.000	0.000	1.149	1.000	0.000	0.000	1.000	90.250	5.426	6.031	11.466	16.127	0.000	4.532	1.619	0.000	14.384	0.000	512.425	0.000	27.104	18.825	1.965	0.000	0.000	0.000	2.000	0.000	0.000	0.000	194.000	0.000	0.000	0.000	-4.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.337	4.992	10.482	0.000	0.000	1.000	0.000	0.000	0.000	5.573	0.000	0.000	16.690	94.716	0.000	25.219	47.557	16.120	0.000	0.000	0.000	10.000	1.000	5.000	1868.110	227.064	3.000	8.028	0.000	14.476	0.000	9.589	23.419	31.469	2.731	7.904	35.843	9.067	0.000	0.000	17.498	20.470	3.000	11.326	0.000	11.326	1344882816.000	0.000	4.992	1.000	0.000	84.929	0.000	28.151	1.000	0.000	0.000	4.676	0.000	9.850	10.827	39.000	0.000	7.000	0.000	0.000	1.685	0.000	86.666	0.000	0.000	0.000	0.000	9.000	12.471	37.833	6.066	90.200	0.000	4.676	9.787	24.815	4.900	0.000	13.287	0.000	0.000	0.000	0.000	3.000	21.452	0.000	148.245	11.260	0.000	0.000	0.000	7.000	0.000	22.268	0.000	2.000	Inactive	Inactive
O=C(N1CCS[C@]12CCN(c1ncnc3[nH]ccc13)C2)C1(CO)CCCC1	LEO139733A	LEO139733A	O=C(N1CCS[C@]12CCN(c1ncnc3[nH]ccc13)C2)C1(CO)CCCC1	1.000	6.535	0.000	0.000	5.068	34.520	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.591	0.000	0.000	387.509	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.893	1.000	0.000	0.000	0.000	85.350	24.752	0.000	0.000	5.907	0.000	22.663	1.430	0.000	9.901	0.000	362.309	0.000	18.485	13.174	1.510	0.000	1.000	0.000	1.000	0.000	0.000	0.000	144.000	0.000	0.000	0.000	-1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.762	0.000	5.818	0.000	0.000	2.000	0.000	0.000	0.000	11.033	0.000	5.415	32.104	18.591	0.000	4.900	67.731	4.795	0.000	0.000	0.000	8.000	1.000	4.000	864.657	162.087	1.000	6.582	0.000	19.852	0.000	9.901	17.309	36.894	2.564	6.376	6.327	8.060	0.000	0.000	17.385	0.000	0.000	5.415	0.000	36.975	3698047.500	0.000	5.415	3.000	1.000	24.025	0.000	74.342	2.000	0.000	0.000	0.000	0.000	8.006	9.463	27.000	0.000	6.000	0.000	0.000	0.000	0.000	55.607	0.000	0.000	1.000	0.000	7.000	9.775	25.039	25.329	12.842	11.762	0.000	9.968	4.795	19.890	0.000	10.760	1.000	0.000	0.000	0.000	1.000	15.356	0.000	106.040	23.953	0.000	0.000	0.000	5.000	0.000	16.172	0.000	4.000	Inactive	Inactive
C=C1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12	LEO154207A	LEO154207A	C=C1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12	2.000	7.159	0.000	0.000	7.159	11.566	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.801	0.000	0.000	342.479	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	54.370	20.426	0.000	0.000	0.000	11.566	5.601	1.747	0.000	14.696	0.000	312.239	0.000	18.198	11.632	4.004	0.000	1.000	0.000	2.000	0.000	0.000	0.000	136.000	0.000	0.000	0.000	-1.220	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	28.584	65.717	23.801	0.000	0.000	22.274	9.589	0.000	0.000	0.000	3.000	0.000	0.000	704.061	150.118	0.000	8.664	0.000	0.000	0.000	14.696	17.207	0.000	2.020	5.156	6.924	8.664	0.000	0.000	22.396	30.595	0.000	5.601	2.000	71.318	424524.125	0.000	28.584	0.000	0.000	6.076	0.000	37.677	1.000	0.000	0.000	5.573	0.000	9.538	9.538	25.000	0.000	3.000	0.000	2.000	0.000	0.000	55.917	0.000	0.000	0.000	0.000	3.000	9.799	11.836	80.267	26.000	0.000	0.000	0.000	9.589	5.107	0.000	9.799	0.000	0.000	0.000	0.000	5.000	15.730	0.000	96.864	0.000	0.000	0.000	0.000	4.000	0.000	15.730	0.000	1.000	Inactive	Inactive
CNS(=O)(=O)N1C2CCC1(C)CN(c1ncnc3[nH]ccc13)C2	LEO123392A	LEO123392A	CNS(=O)(=O)N1C2CCC1(C)CN(c1ncnc3[nH]ccc13)C2	0.000	5.537	0.000	0.000	4.047	27.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.591	0.000	0.000	336.421	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	-3.435	1.000	0.000	0.000	0.000	94.220	24.574	0.000	10.209	0.000	0.000	17.792	1.731	0.000	8.418	0.000	316.261	0.000	16.242	10.944	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	124.000	0.000	0.000	0.000	-1.710	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.818	0.000	0.000	2.000	0.000	0.000	0.000	11.033	0.000	0.000	19.765	18.591	0.000	9.622	59.393	10.209	0.000	1.000	0.000	9.000	2.000	4.000	849.824	134.635	0.000	4.992	0.000	23.979	0.000	8.418	14.855	25.037	2.142	4.891	10.633	6.765	0.000	0.000	6.042	13.090	0.000	15.748	0.000	31.346	256318.172	0.000	0.000	3.000	1.000	19.187	0.000	29.693	2.000	0.000	0.000	7.048	0.000	6.512	8.264	23.000	0.000	5.000	0.000	0.000	26.459	0.000	30.476	0.000	0.000	0.000	0.000	8.000	7.706	32.376	25.832	0.000	0.000	12.723	14.690	0.000	9.884	0.000	9.146	0.000	0.000	0.000	0.000	3.000	13.151	0.000	87.780	10.925	0.000	0.000	0.000	4.000	0.000	13.968	0.000	3.000	Inactive	Inactive
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1	ZZA30952A	ZZA30952A	O=C1NCC2(CCN(CCc3ccccc3)CC2)O1	1.000	2.897	0.000	0.000	2.897	6.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.895	0.000	0.000	260.337	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	41.570	40.549	6.093	0.000	0.000	0.000	5.601	1.470	0.000	4.795	0.000	240.177	0.000	13.132	9.258	1.804	0.000	0.000	0.000	1.000	1.000	0.000	0.000	102.000	0.000	1.000	0.000	-1.550	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.737	4.795	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	18.405	30.332	0.000	5.317	42.773	11.158	0.000	0.000	0.000	4.000	1.000	1.000	438.719	113.289	1.000	4.191	0.000	10.217	0.000	9.531	12.482	26.179	2.894	5.211	0.000	4.191	0.000	0.000	11.694	6.545	0.000	0.000	0.000	24.864	38578.543	0.000	0.000	0.000	0.000	0.000	0.000	38.897	1.000	0.000	0.000	5.563	0.000	5.503	5.503	19.000	0.000	3.000	0.000	0.000	0.000	0.000	40.083	1.000	0.000	0.000	1.000	4.000	6.990	32.476	11.984	30.332	0.000	0.000	4.795	0.000	14.954	0.000	6.990	0.000	0.000	0.000	0.000	0.000	11.100	0.000	73.035	6.545	0.000	0.000	0.000	3.000	0.000	11.100	0.000	3.000	Inactive	Inactive
OC1CCCN(CC(O)c2ccccc2Cl)C1	LEO154457A	LEO154457A	OC1CCCN(CC(O)c2ccccc2Cl)C1	0.000	2.547	0.000	0.000	2.285	11.601	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	34.852	0.000	0.000	255.745	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	6.038	0.000	0.000	0.000	0.000	43.700	4.900	0.000	0.000	0.000	0.000	0.000	1.966	0.000	10.213	0.000	237.601	0.000	12.251	8.165	1.830	0.000	2.000	0.000	0.000	0.000	0.000	0.000	94.000	0.000	1.000	0.000	-0.610	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	11.601	11.601	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	24.509	24.265	5.023	0.000	40.851	0.000	0.000	0.000	0.000	4.000	0.000	1.000	372.192	106.632	0.000	3.176	0.000	4.900	0.000	10.213	12.837	19.634	3.423	5.825	6.066	3.520	0.000	0.000	6.104	18.112	0.000	6.104	0.000	25.050	7960.763	0.000	0.000	0.000	0.000	18.199	0.000	24.950	2.000	0.000	0.000	0.000	0.000	4.593	5.000	17.000	0.000	3.000	0.000	0.000	0.000	0.000	33.574	1.000	0.000	0.000	0.000	3.000	5.995	23.676	25.453	29.800	0.000	0.000	0.000	4.900	10.213	0.000	6.373	2.000	0.000	0.000	0.000	0.000	9.719	0.000	68.093	12.208	0.000	0.000	0.000	2.000	0.000	10.475	0.000	3.000	Inactive	Inactive
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1N=c1[nH]c(-c2cccnc2)cs1	LEO132467A	LEO132467A	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1N=c1[nH]c(-c2cccnc2)cs1	1.000	4.896	0.000	0.000	4.151	28.619	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	93.863	0.000	0.000	498.656	0.000	0.000	1.000	0.000	0.000	2.000	0.000	0.000	1.535	1.000	0.000	0.000	1.000	76.620	44.265	0.000	5.907	0.000	4.801	0.000	1.259	0.000	4.795	0.000	468.416	0.000	24.907	17.530	4.197	0.000	0.000	0.000	1.000	0.000	0.000	0.000	184.000	1.000	0.000	0.000	-3.590	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.337	4.992	11.375	0.000	0.000	2.000	0.000	0.000	0.000	11.257	0.000	6.924	21.485	77.363	0.000	10.118	58.902	6.545	0.000	1.000	0.000	8.000	2.000	4.000	1385.574	214.722	1.000	6.410	0.000	19.768	0.000	4.795	24.120	38.543	5.964	10.990	6.197	7.180	11.257	0.000	5.907	5.563	1.000	0.000	0.000	13.468	237746928.000	0.000	4.992	2.000	1.000	60.965	0.000	65.721	2.000	0.000	0.000	16.900	0.000	9.165	10.023	36.000	0.000	6.000	0.000	0.000	0.000	0.000	72.798	0.000	0.000	0.000	0.000	7.000	12.082	67.312	61.497	18.199	11.337	0.000	4.992	14.678	15.201	0.000	12.961	0.000	0.000	0.000	0.000	0.000	20.569	0.000	145.904	11.381	0.000	1.000	0.000	5.000	0.000	21.386	0.000	7.000	Active	Active
O=C(NC[C@H]1C[C@@]12CCCN(c1ncnc3[nH]ccc13)C2)C1(CO)CC1	LEO137711A	LEO137711A	O=C(NC[C@H]1C[C@@]12CCCN(c1ncnc3[nH]ccc13)C2)C1(CO)CC1	1.000	4.683	0.000	0.000	4.683	22.758	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.591	0.000	0.000	355.442	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	94.140	25.169	0.000	0.000	5.907	0.000	17.792	1.254	0.000	9.901	0.000	330.242	0.000	17.778	12.657	0.971	0.000	1.000	0.000	1.000	0.000	0.000	0.000	138.000	0.000	0.000	0.000	-2.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.818	0.000	0.000	3.000	0.000	0.000	0.000	11.033	0.000	16.748	32.104	18.591	0.000	10.217	52.207	4.795	0.000	0.000	0.000	7.000	2.000	3.000	845.322	151.754	1.000	6.535	0.000	20.269	0.000	9.901	16.055	31.141	2.483	5.673	6.327	6.535	0.000	0.000	12.514	11.333	0.000	5.415	0.000	32.104	2447973.750	0.000	16.748	3.000	1.000	12.263	0.000	62.169	3.000	0.000	0.000	6.421	0.000	8.374	8.374	26.000	0.000	5.000	0.000	0.000	0.000	0.000	56.000	1.000	0.000	0.000	0.000	7.000	9.581	25.831	49.503	0.000	0.000	0.000	9.968	4.795	20.307	0.000	9.581	1.000	0.000	0.000	0.000	1.000	14.870	0.000	98.071	17.408	0.000	0.000	0.000	5.000	0.000	14.870	0.000	6.000	Inactive	Inactive
O=C(CNc1ccccc1)Nc1ccc(C(=O)Nc2ccccc2)cc1	LEO154497A	LEO154497A	O=C(CNc1ccccc1)Nc1ccc(C(=O)Nc2ccccc2)cc1	2.000	2.373	0.000	0.000	2.373	28.877	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	90.493	0.000	0.000	345.402	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	70.230	15.950	0.000	5.907	5.907	0.000	0.000	1.520	0.000	9.589	0.000	326.250	0.000	18.192	12.704	3.990	0.000	0.000	0.000	2.000	0.000	0.000	0.000	130.000	0.000	0.000	0.000	-3.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17.062	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	10.358	84.929	0.000	15.950	18.359	4.795	0.000	0.000	0.000	5.000	3.000	0.000	862.778	151.613	2.000	3.689	0.000	0.000	0.000	9.589	17.230	22.495	4.946	8.484	24.265	3.689	0.000	0.000	18.359	11.251	0.000	0.000	0.000	0.000	1044719.438	0.000	0.000	0.000	0.000	60.664	0.000	11.375	3.000	0.000	0.000	0.000	0.000	5.665	5.665	26.000	0.000	3.000	0.000	0.000	0.000	0.000	61.000	0.000	0.000	0.000	0.000	5.000	8.258	22.626	48.531	36.398	0.000	0.000	0.000	9.589	15.950	0.000	8.258	0.000	0.000	0.000	0.000	0.000	14.107	0.000	104.399	6.545	0.000	0.000	0.000	3.000	0.000	14.107	0.000	8.000	Inactive	Inactive
c1nc(N2CCn3c4c(c5cc(C6CCCCC6)ccc53)CCCC42)c2c3c(sc2n1)CCCC3	LEO154408A	LEO154408A	c1nc(N2CCn3c4c(c5cc(C6CCCCC6)ccc53)CCCC42)c2c3c(sc2n1)CCCC3	0.000	9.080	0.000	0.000	7.857	38.274	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	51.788	0.000	0.000	482.697	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.925	1.000	0.000	0.000	0.000	33.950	27.666	0.000	0.000	0.000	0.000	16.976	1.255	0.000	0.000	0.000	448.425	0.000	22.932	17.365	7.470	0.000	0.000	0.000	0.000	0.000	0.000	0.000	180.000	3.000	0.000	0.000	-2.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.337	9.968	5.818	0.000	0.000	0.000	0.000	0.000	1.000	21.120	0.000	0.000	97.009	24.526	0.000	4.900	21.080	25.807	0.000	0.000	0.000	5.000	0.000	4.000	1440.105	210.926	0.000	9.477	0.000	14.535	0.000	0.000	20.759	11.445	3.094	8.057	32.648	10.677	0.000	0.000	0.000	6.042	0.000	0.000	0.000	95.554	455006880.000	0.000	0.000	3.000	0.000	17.664	0.000	19.007	0.000	0.000	0.000	98.601	0.000	11.317	12.400	35.000	0.000	5.000	0.000	0.000	2.678	0.000	55.564	0.000	0.000	0.000	0.000	4.000	14.034	34.564	92.528	25.329	11.337	0.000	9.968	0.000	9.467	0.000	14.851	0.000	0.000	0.000	0.000	6.000	20.561	0.000	144.846	11.428	0.000	0.000	0.000	8.000	0.000	21.377	0.000	2.000	Inactive	Inactive
CCCCN1C(=O)C2(c3ccccc31)c1c(oc3ccccc3c1=O)C(=O)N2C1CCS(=O)(=O)C1	LEO154329A	LEO154329A	CCCCN1C(=O)C2(c3ccccc31)c1c(oc3ccccc3c1=O)C(=O)N2C1CCS(=O)(=O)C1	2.000	7.569	0.000	0.000	5.870	38.308	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.641	0.000	0.000	492.553	0.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	-3.388	1.000	0.000	0.000	0.000	104.970	0.000	0.000	11.814	5.760	20.805	5.583	1.703	0.000	22.801	0.000	468.361	0.000	24.535	16.809	2.826	0.000	0.000	0.000	2.000	0.000	0.000	0.000	180.000	0.000	0.000	0.000	-3.460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.417	5.687	0.000	0.000	0.000	0.000	0.000	0.000	10.969	0.000	0.000	47.868	57.743	0.000	10.329	49.224	20.171	0.000	0.000	0.000	9.000	0.000	2.000	1576.198	201.601	2.000	7.382	0.000	4.900	0.000	22.424	22.032	22.950	2.843	7.517	41.298	9.132	0.000	0.000	40.219	17.796	0.000	38.661	0.000	37.767	130379256.000	0.000	0.000	0.000	0.000	19.056	0.000	12.842	0.000	0.000	0.000	4.900	0.000	9.401	11.630	35.000	0.000	6.000	0.000	0.000	30.900	0.000	60.488	0.000	0.000	0.000	0.000	8.000	11.828	18.150	31.041	43.676	0.000	0.000	8.418	14.384	14.217	0.000	13.650	0.000	0.000	0.000	0.000	5.000	19.191	0.000	130.195	28.143	0.000	0.000	0.000	6.000	0.000	20.007	0.000	4.000	Inactive	Inactive
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1	ZZA46273A	ZZA46273A	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1	2.000	8.385	0.000	0.000	8.186	23.167	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.649	0.000	0.000	454.966	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.045	0.000	0.000	0.000	0.000	72.830	0.000	0.000	0.000	0.000	17.171	11.452	1.632	0.000	14.696	4.390	422.710	0.000	22.613	14.355	3.889	0.000	1.000	0.000	2.000	2.000	0.000	2.000	172.000	0.000	0.000	0.000	-0.820	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.601	21.075	4.390	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	22.666	66.220	11.649	0.000	0.000	51.818	19.063	0.000	0.000	0.000	7.000	0.000	0.000	887.195	187.227	0.000	9.548	0.000	0.000	0.000	28.560	21.996	5.880	2.430	6.398	13.847	9.791	0.000	0.000	36.206	25.683	0.000	46.013	2.000	95.485	7459632.500	0.000	22.666	0.000	0.000	19.923	0.000	5.573	1.000	0.000	0.000	0.000	0.000	11.268	11.535	31.000	0.000	5.000	0.000	2.000	17.208	0.000	52.942	0.000	0.000	0.000	0.000	5.000	11.410	29.590	45.449	25.497	11.601	0.000	4.390	9.589	14.580	0.000	11.945	1.000	0.000	0.000	0.000	7.000	18.673	0.000	112.327	18.088	0.000	0.000	0.000	5.000	0.000	19.429	0.000	2.000	Active	Active
